Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
FD4155,13.18,Low Sugar,0.119,Baking Goods,145.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3535.35
NC1114,12.49,No Sugar,0.021,Health and Hygiene,127.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3014.04
NC5834,14.99,No Sugar,0.058,Household,161.5,OUT003,1999,Medium,Tier 1,Departmental Store,4276.78
FD5569,11.97,Low Sugar,0.008,Baking Goods,140.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3170.25
FD4718,14.17,Low Sugar,0.074,Fruits and Vegetables,155.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3966.44
FD2164,10.69,Low Sugar,0.033,Dairy,152.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3130.17
FD4066,15.92,Regular,0.055,Dairy,182.36,OUT003,1999,Medium,Tier 1,Departmental Store,4913.69
FD1261,11.76,Low Sugar,0.172,Meat,156.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3443.71
FD5903,12.5,Low Sugar,0.048,Fruits and Vegetables,157.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3637.98
FD2686,11.96,Regular,0.108,Snack Foods,134.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3046.32
DR8070,13.65,Regular,0.053,Hard Drinks,158.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3919.51
NC3782,8.16,No Sugar,0.025,Household,104.51,OUT002,1998,Small,Tier 3,Food Mart,1567.08
FD5172,14.14,Regular,0.126,Meat,182.81,OUT001,1987,High,Tier 2,Supermarket Type1,4521.29
FD2532,11.41,Low Sugar,0.128,Fruits and Vegetables,165.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3559.26
FD7633,10.02,Regular,0.132,Snack Foods,120.83,OUT001,1987,High,Tier 2,Supermarket Type1,2322.64
FD7696,11.55,Low Sugar,0.096,Meat,117.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,2591.89
FD5993,14.07,Low Sugar,0.041,Baking Goods,181.33,OUT003,1999,Medium,Tier 1,Departmental Store,4475.39
FD7159,13.42,Low Sugar,0.076,Baking Goods,177.88,OUT003,1999,Medium,Tier 1,Departmental Store,4257.32
FD665,14.86,Regular,0.025,Baking Goods,183.69,OUT001,1987,High,Tier 2,Supermarket Type1,4702.33
DR3489,13.07,Low Sugar,0.068,Soft Drinks,155.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,3718.13
FD4877,12.86,Low Sugar,0.186,Fruits and Vegetables,154.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3643.07
FD5710,11.99,Low Sugar,0.049,Breads,121.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,2770.65
FD6752,11.45,Low Sugar,0.071,Frozen Foods,131.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,2867.56
FD5046,7.87,Low Sugar,0.033,Canned,96.69,OUT002,1998,Small,Tier 3,Food Mart,1343.13
FD4585,17.46,Low Sugar,0.121,Fruits and Vegetables,230.51,OUT003,1999,Medium,Tier 1,Departmental Store,6248.81
FD6896,13.99,Low Sugar,0.058,Fruits and Vegetables,122.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3259.16
NC7060,13.14,No Sugar,0.037,Household,147.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,3566.64
FD7504,15.4,Low Sugar,0.058,Snack Foods,169.62,OUT001,1987,High,Tier 2,Supermarket Type1,4536.38
NC5779,10.8,No Sugar,0.07,Health and Hygiene,135.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,2790.07
FD4747,12.53,Low Sugar,0.021,Fruits and Vegetables,138.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3249.93
FD5125,11.94,Regular,0.117,Frozen Foods,176.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3889.88
FD7500,11.98,Low Sugar,0.054,Baking Goods,182.9,OUT001,1987,High,Tier 2,Supermarket Type1,4035.68
FD4,9.15,Low Sugar,0.06,Dairy,119.21,OUT001,1987,High,Tier 2,Supermarket Type1,4587.86
NC2775,15.45,No Sugar,0.036,Household,166.22,OUT003,1999,Medium,Tier 1,Departmental Store,4476.99
FD5731,10.18,Low Sugar,0.034,Dairy,119.16,OUT001,1987,High,Tier 2,Supermarket Type1,2325.24
FD3978,8.04,Low Sugar,0.013,Dairy,108.38,OUT002,1998,Small,Tier 3,Food Mart,1620.7
FD1230,10.4,Low Sugar,0.059,Fruits and Vegetables,137.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,2752.13
NC5317,15.37,No Sugar,0.04,Others,120.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3531.01
FD1726,13.8,Low Sugar,0.08,Fruits and Vegetables,130.16,OUT004,2009,Medium,Tier 2,Supermarket Type2,3367.81
FD4754,16.8,Low Sugar,0.025,Breads,153.62,OUT001,1987,High,Tier 2,Supermarket Type1,4525.29
FD422,11.1,Regular,0.085,Baking Goods,120.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,5114.13
FD5856,14.07,Low Sugar,0.05,Meat,154.0,OUT004,2009,Medium,Tier 2,Supermarket Type2,3917.18
NC2391,12.9,No Sugar,0.076,Household,111.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,2783.42
FD5162,14.35,Low Sugar,0.043,Snack Foods,129.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,3480.56
DR3877,11.27,Low Sugar,0.123,Hard Drinks,116.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,2509.49
FD3384,12.76,Low Sugar,0.03,Fruits and Vegetables,146.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3470.1
FD5471,14.51,Regular,0.111,Dairy,118.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3289.17
FD6855,9.35,Regular,0.04,Fruits and Vegetables,99.2,OUT002,1998,Small,Tier 3,Food Mart,1729.21
FD8309,15.5,Low Sugar,0.039,Meat,169.75,OUT001,1987,High,Tier 2,Supermarket Type1,4562.52
FD3224,12.53,Low Sugar,0.042,Dairy,165.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3811.02
FD7400,9.17,Low Sugar,0.128,Snack Foods,93.75,OUT002,1998,Small,Tier 3,Food Mart,1575.87
FD933,9.58,Low Sugar,0.039,Snack Foods,78.71,OUT002,1998,Small,Tier 3,Food Mart,1361.51
FD7150,12.49,Low Sugar,0.07,Starchy Foods,198.29,OUT003,1999,Medium,Tier 1,Departmental Store,4464.74
FD5490,11.37,Regular,0.033,Breakfast,122.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,2663.81
NC210,9.51,No Sugar,0.107,Health and Hygiene,155.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,4257.16
FD3363,13.6,Low Sugar,0.035,Breakfast,158.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3892.16
DR5540,12.89,Low Sugar,0.153,Soft Drinks,170.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,3983.47
NC216,10.37,No Sugar,0.113,Household,89.66,OUT001,1987,High,Tier 2,Supermarket Type1,3222.72
FD8131,13.24,Regular,0.046,Meat,192.96,OUT001,1987,High,Tier 2,Supermarket Type1,4524.86
FD3323,12.1,Low Sugar,0.147,Baking Goods,166.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3719.31
FD5168,14.1,Low Sugar,0.026,Fruits and Vegetables,154.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3943.0
FD7513,8.26,Regular,0.081,Canned,123.63,OUT002,1998,Small,Tier 3,Food Mart,1981.74
FD8187,13.39,Regular,0.028,Frozen Foods,188.49,OUT003,1999,Medium,Tier 1,Departmental Store,4469.12
NC8099,10.93,No Sugar,0.083,Household,105.58,OUT002,1998,Small,Tier 3,Food Mart,2215.86
DR3683,13.92,Regular,0.024,Soft Drinks,132.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3433.38
FD8016,9.47,Low Sugar,0.052,Canned,137.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,2537.93
FD2688,10.42,Regular,0.032,Breads,98.53,OUT002,1998,Small,Tier 3,Food Mart,1955.4
FD5320,11.88,Regular,0.142,Baking Goods,67.8,OUT002,1998,Small,Tier 3,Food Mart,1658.53
FD787,16.24,Low Sugar,0.018,Baking Goods,128.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3882.17
DR5630,11.33,Low Sugar,0.141,Soft Drinks,158.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3396.98
NC822,11.23,No Sugar,0.054,Health and Hygiene,109.87,OUT001,1987,High,Tier 2,Supermarket Type1,2371.84
DR1467,12.58,Low Sugar,0.12,Soft Drinks,141.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,3320.87
FD2217,10.69,Low Sugar,0.035,Dairy,141.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,2894.49
FD8441,11.48,Low Sugar,0.097,Canned,148.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,3219.19
NC3400,15.65,No Sugar,0.142,Household,179.45,OUT001,1987,High,Tier 2,Supermarket Type1,4793.09
FD6039,11.99,Regular,0.091,Breads,176.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3906.85
FD726,11.16,Regular,0.055,Meat,170.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3601.55
NC6211,14.22,No Sugar,0.098,Health and Hygiene,129.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,3443.99
FD6805,12.06,Low Sugar,0.014,Meat,130.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,2987.85
FD1281,15.31,Low Sugar,0.047,Meat,191.25,OUT001,1987,High,Tier 2,Supermarket Type1,4958.42
FD5732,11.08,Low Sugar,0.125,Frozen Foods,95.69,OUT002,1998,Small,Tier 3,Food Mart,2046.23
DR131,12.57,Low Sugar,0.036,Soft Drinks,136.27,OUT002,1998,Small,Tier 3,Food Mart,1124.44
FD8672,9.72,Low Sugar,0.075,Fruits and Vegetables,107.95,OUT002,1998,Small,Tier 3,Food Mart,1990.47
FD1815,13.08,Low Sugar,0.109,Frozen Foods,129.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,3187.67
NC1585,13.72,No Sugar,0.056,Health and Hygiene,142.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,3594.15
FD7081,8.99,Regular,0.041,Starchy Foods,101.94,OUT002,1998,Small,Tier 3,Food Mart,1702.62
FD7295,10.86,Low Sugar,0.041,Meat,154.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3198.65
FD3339,9.35,Low Sugar,0.174,Meat,137.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,2506.34
FD4800,11.38,Low Sugar,0.021,Dairy,140.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3034.9
FD8199,16.82,Low Sugar,0.113,Dairy,140.14,OUT003,1999,Medium,Tier 1,Departmental Store,4253.75
NC5664,13.18,No Sugar,0.032,Health and Hygiene,119.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,3000.01
FD6285,13.54,reg,0.031,Frozen Foods,190.24,OUT001,1987,High,Tier 2,Supermarket Type1,4538.83
NC7462,12.74,No Sugar,0.085,Others,145.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3432.06
NC7029,12.53,No Sugar,0.113,Household,139.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3268.65
